video_name,frame_number,object_class,class_name,confidence_score,x1,y1,x2,y2,is_face
segment_001,1,0,person,0.9006757140159607,218.442626953125,236.73443603515625,389.3948974609375,479.64105224609375,False
segment_001,2,0,person,0.8473587036132812,227.51380920410156,221.7869110107422,389.15155029296875,477.5999450683594,False
segment_001,3,0,person,0.745710015296936,227.8426055908203,190.05101013183594,376.2601013183594,466.0765075683594,False
segment_001,3,25,umbrella,0.37817877531051636,290.569580078125,162.4310760498047,413.26934814453125,236.04800415039062,False
segment_001,4,0,person,0.2981015741825104,214.52920532226562,128.47169494628906,348.1644592285156,386.8619384765625,False
segment_001,5,0,person,0.1646994799375534,182.69757080078125,31.46046257019043,325.2308654785156,318.4004821777344,False
segment_001,6,0,person,0.21771305799484253,171.8216094970703,0.0,329.8721923828125,266.9290771484375,False
segment_001,7,0,person,0.6527794599533081,158.1119384765625,0.0,308.4256591796875,240.70169067382812,False
segment_001,8,0,person,0.46395638585090637,142.14639282226562,0.0,295.290771484375,232.82427978515625,False
segment_001,9,0,person,0.7961452007293701,138.6904754638672,20.269594192504883,295.8554992675781,237.4505615234375,False
segment_001,10,0,person,0.40906819701194763,140.99388122558594,55.15966796875,299.3761291503906,240.26918029785156,False
segment_001,11,0,person,0.28719964623451233,140.9504852294922,64.11104583740234,300.812744140625,232.88160705566406,False
segment_001,11,0,person,0.4336301386356354,132.62876892089844,0.3084854185581207,467.2291564941406,231.51600646972656,False
segment_001,12,0,person,0.5701831579208374,142.437744140625,0.0,472.46893310546875,225.39085388183594,False
segment_001,13,0,person,0.4088979661464691,124.39153289794922,0.18266338109970093,475.6980895996094,222.4994659423828,False
segment_001,14,0,person,0.5325045585632324,100.50868225097656,1.134626865386963,477.9677429199219,221.3237762451172,False
segment_001,15,0,person,0.5411891937255859,102.29769897460938,3.229442834854126,491.7904052734375,227.1213836669922,False
segment_001,16,0,person,0.41108769178390503,131.1985321044922,3.7321386337280273,516.596923828125,235.71435546875,False
segment_001,16,0,person,0.3429063856601715,194.91790771484375,51.86317443847656,339.7681579589844,235.21437072753906,False
segment_001,17,0,person,0.5560832619667053,191.60842895507812,0.558697521686554,538.999755859375,238.35523986816406,False
segment_001,18,0,person,0.6717817187309265,177.88409423828125,0.593140184879303,553.5641479492188,243.1420440673828,False
segment_001,19,0,person,0.4985390901565552,199.13108825683594,0.0,575.0353393554688,240.0074462890625,False
segment_001,20,0,person,0.38668400049209595,212.54393005371094,0.0,604.1303100585938,237.11856079101562,False
segment_001,21,0,person,0.25021985173225403,232.7892303466797,0.0,605.047119140625,232.66578674316406,False
segment_001,22,0,person,0.30307820439338684,218.72654724121094,0.0,617.426513671875,224.02230834960938,False
segment_001,23,0,person,0.29959923028945923,215.40733337402344,0.0,627.4495239257812,220.24171447753906,False
segment_001,24,22,zebra,0.13985157012939453,200.201904296875,3.3502817153930664,607.776123046875,222.8395233154297,False
segment_001,25,0,person,0.28805407881736755,165.73126220703125,4.49827766418457,565.3848266601562,225.27333068847656,False
segment_001,26,62,tv,0.4408283829689026,18.462890625,147.83111572265625,86.46916198730469,237.978271484375,False
segment_001,27,62,tv,0.32543495297431946,6.173362731933594,171.7662353515625,77.54075622558594,263.22576904296875,False
segment_001,27,62,tv,0.10298676043748856,0.10478973388671875,174.99093627929688,33.26792907714844,270.094482421875,False
segment_001,28,62,tv,0.5516829490661621,3.7530274391174316,171.78395080566406,74.04564666748047,265.68804931640625,False
segment_001,29,62,tv,0.6667593121528625,4.396940231323242,176.976806640625,77.17288970947266,269.6773986816406,False
segment_001,30,62,tv,0.45442700386047363,5.51535701751709,177.36569213867188,77.19666290283203,269.5518798828125,False
segment_001,31,62,tv,0.44632771611213684,9.009395599365234,186.7516632080078,78.28683471679688,277.6973876953125,False
segment_001,32,62,tv,0.2765701711177826,577.4051513671875,200.05149841308594,639.7210693359375,341.953125,False
segment_001,32,25,umbrella,0.1800071895122528,326.9390869140625,40.849884033203125,490.3243408203125,128.53115844726562,False
segment_001,32,62,tv,0.16386379301548004,313.75909423828125,149.7253875732422,361.64080810546875,207.2486114501953,False
segment_001,32,74,clock,0.14153170585632324,375.8317565917969,196.05072021484375,410.4829406738281,238.18328857421875,False
segment_001,32,7,truck,0.1151263639330864,0.0,2.20513916015625,600.0604858398438,460.64306640625,False
segment_001,33,0,person,0.789136528968811,221.6273956298828,152.93243408203125,336.1605224609375,324.4012451171875,False
segment_001,34,0,person,0.5490050315856934,390.59954833984375,154.9317626953125,489.58721923828125,322.4278564453125,False
segment_001,34,0,person,0.24137666821479797,246.27073669433594,149.1151885986328,359.6652526855469,360.90606689453125,False
segment_001,35,0,person,0.28659194707870483,404.2925109863281,164.53030395507812,507.2978820800781,341.368896484375,False
segment_001,35,0,person,0.5690039992332458,258.1210021972656,166.0029754638672,368.91851806640625,382.27838134765625,False
