video_name,frame_number,object_class,class_name,confidence_score,x1,y1,x2,y2,is_face
segment_000,1,0,person,0.7583494186401367,192.61993408203125,157.931640625,457.59503173828125,478.94232177734375,False
segment_000,1,0,person,0.42889222502708435,413.25140380859375,218.29641723632812,603.910888671875,479.6949768066406,False
segment_000,2,0,person,0.8268165588378906,189.0210418701172,158.455322265625,453.4305725097656,479.1254577636719,False
segment_000,2,0,person,0.514862060546875,411.5097351074219,219.6732635498047,603.6950073242188,480.0,False
segment_000,3,0,person,0.8164917230606079,185.65843200683594,160.3523406982422,449.0284118652344,479.6417236328125,False
segment_000,3,0,person,0.49661195278167725,410.87554931640625,219.7172088623047,604.5176391601562,479.7467956542969,False
segment_000,4,0,person,0.8706514239311218,183.28602600097656,162.66944885253906,448.6517639160156,480.0,False
segment_000,4,0,person,0.8164126873016357,410.66943359375,222.18869018554688,605.6423950195312,479.86822509765625,False
segment_000,5,0,person,0.8026094436645508,177.22674560546875,166.44509887695312,450.08453369140625,480.0,False
segment_000,5,0,person,0.512065589427948,412.04461669921875,222.62586975097656,610.1133422851562,480.0,False
segment_000,6,0,person,0.8299689292907715,170.0236358642578,170.59974670410156,449.9754638671875,480.0,False
segment_000,6,0,person,0.8111493587493896,412.49383544921875,225.29754638671875,612.5062255859375,480.0,False
segment_000,7,0,person,0.8297209143638611,170.7357635498047,173.81448364257812,448.8740539550781,479.62213134765625,False
segment_000,7,0,person,0.7272729277610779,411.7887878417969,223.8780517578125,613.2369995117188,479.9001770019531,False
segment_000,8,0,person,0.7769470810890198,166.84605407714844,178.33468627929688,449.79052734375,479.4639892578125,False
segment_000,8,0,person,0.373512864112854,411.2771301269531,226.2620391845703,615.7830200195312,478.7384338378906,False
segment_000,9,0,person,0.7049638032913208,171.135009765625,183.474853515625,451.3786926269531,479.3459777832031,False
segment_000,9,0,person,0.3960314095020294,410.2779235839844,224.46835327148438,619.7246704101562,478.3766784667969,False
segment_000,10,0,person,0.7067279815673828,165.70281982421875,186.8599853515625,453.9876708984375,478.4048156738281,False
segment_000,10,0,person,0.5176848769187927,411.90216064453125,227.24679565429688,625.4299926757812,478.0196228027344,False
segment_000,11,0,person,0.7448474764823914,176.4498291015625,187.64620971679688,457.4851989746094,478.65380859375,False
segment_000,11,0,person,0.4754196107387543,415.4696044921875,223.83453369140625,632.5679931640625,478.19940185546875,False
