video_name,frame_number,face_id,x1,y1,x2,y2,confidence,class_id,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y
segment_001,401,1,472,309,586,468,282.7215881347656,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,403,1,269,15,310,62,169.5270538330078,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,403,2,72,61,111,103,41.28483200073242,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,404,1,69,62,109,104,47.250553131103516,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,407,1,484,322,598,480,350.80426025390625,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,408,1,483,307,601,471,417.2705993652344,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,409,1,485,307,613,476,350.91265869140625,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,411,1,359,32,432,108,197.7931671142578,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,428,1,462,310,605,480,312.4072265625,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,429,1,468,326,596,480,406.999267578125,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,430,1,449,330,568,480,374.62103271484375,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,431,1,433,343,543,480,334.45294189453125,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,432,1,408,346,512,480,320.7654113769531,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,433,1,386,344,486,480,321.8008117675781,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,435,1,358,348,452,480,292.4679260253906,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,454,1,442,426,535,480,354.2233581542969,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,455,1,449,422,541,480,393.2005615234375,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,457,1,458,418,549,480,365.94427490234375,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,458,1,471,406,563,480,424.2592468261719,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,459,1,489,399,586,480,395.7732849121094,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,460,1,493,383,592,480,370.2215270996094,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,461,1,481,385,584,480,406.678955078125,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,461,2,331,0,396,0,200.83078002929688,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,462,1,488,393,585,480,382.91497802734375,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
segment_001,463,1,498,397,594,480,359.3116760253906,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
