video_name,frame_number,face_id,confidence,x1,y1,x2,y2,detection_type
segment_000,52,2,105.69137573242188,289,0,363,41,face
segment_000,52,3,105.64041137695312,289,0,363,41,face
segment_000,52,4,99.1686782836914,289,0,363,41,face
segment_000,52,5,98.42233276367188,289,0,363,41,face
segment_000,52,6,26.81351852416992,289,0,363,41,face
segment_000,52,7,26.7960147857666,289,0,363,41,face
segment_000,52,8,20.60810089111328,289,0,363,41,face
segment_000,52,9,12.58425521850586,289,0,363,41,face
segment_000,52,10,12.470148086547852,289,0,363,41,face
segment_000,52,11,0.3038155138492584,289,0,363,41,face
segment_000,58,1,120.42611694335938,215,0,377,112,face
segment_000,58,2,111.87525939941406,215,0,377,112,face
segment_000,58,3,107.87496948242188,215,0,377,112,face
segment_000,58,4,105.97105407714844,215,0,377,112,face
segment_000,58,5,93.71240997314452,215,0,377,112,face
segment_000,58,6,55.77473068237305,215,0,377,112,face
segment_000,58,7,45.959415435791016,215,0,377,112,face
segment_000,58,8,44.8039436340332,215,0,377,112,face
segment_000,58,9,38.20874786376953,215,0,377,112,face
segment_000,58,10,27.920345306396484,215,0,377,112,face
segment_000,58,11,0.3552066683769226,215,0,377,112,face
segment_000,61,1,242.8015899658203,343,0,431,0,face
segment_000,61,2,239.87396240234372,343,0,431,0,face
segment_000,61,3,230.50521850585935,343,0,431,0,face
segment_000,61,4,226.41824340820312,343,0,431,0,face
segment_000,61,5,221.35987854003903,343,0,431,0,face
segment_000,61,6,15.52737808227539,343,0,431,0,face
segment_000,61,7,10.685163497924805,343,0,431,0,face
segment_000,61,8,8.596149444580078,343,0,431,0,face
segment_000,61,9,2.6091644763946533,343,0,431,0,face
segment_000,61,10,0.5998474359512329,343,0,431,0,face
segment_000,70,1,258.443603515625,409,417,488,480,face
segment_000,70,2,257.172607421875,409,417,488,480,face
segment_000,70,3,249.26695251464844,409,417,488,480,face
segment_000,70,4,236.4366455078125,409,417,488,480,face
segment_000,70,5,234.8490447998047,409,417,488,480,face
segment_000,70,6,211.44580078125,409,417,488,480,face
segment_000,70,7,207.3944549560547,409,417,488,480,face
segment_000,70,8,205.60292053222656,409,417,488,480,face
segment_000,70,9,201.74923706054688,409,417,488,480,face
segment_000,70,10,201.10487365722656,409,417,488,480,face
segment_000,70,11,0.449607789516449,409,417,488,480,face
segment_000,72,1,284.02099609375,422,447,500,480,face
segment_000,72,2,282.9198913574219,422,447,500,480,face
segment_000,72,3,274.728271484375,422,447,500,480,face
segment_000,72,4,263.9481201171875,422,447,500,480,face
segment_000,72,5,262.7566223144531,422,447,500,480,face
segment_000,72,6,229.2742919921875,422,447,500,480,face
segment_000,72,7,224.1630859375,422,447,500,480,face
segment_000,72,8,222.5398406982422,422,447,500,480,face
segment_000,72,9,217.8282165527344,422,447,500,480,face
segment_000,72,10,216.97543334960935,422,447,500,480,face
segment_000,72,11,105.23078918457033,0,0,79,208,face
segment_000,72,12,101.07970428466795,0,0,79,208,face
segment_000,72,13,85.79824829101562,0,0,79,208,face
segment_000,72,14,61.15518951416016,0,0,79,208,face
segment_000,72,15,53.32900238037109,0,0,79,208,face
segment_000,72,16,14.43623161315918,0,0,79,208,face
segment_000,72,17,14.218558311462402,0,0,79,208,face
segment_000,72,18,9.728363037109377,0,0,79,208,face
segment_000,72,19,0.4728915989398956,422,447,500,480,face
segment_000,72,20,0.4583085775375366,0,0,79,208,face
segment_000,73,1,311.75885009765625,436,450,514,480,face
segment_000,73,2,310.5587158203125,436,450,514,480,face
segment_000,73,3,301.65771484375,436,450,514,480,face
segment_000,73,4,289.8592224121094,436,450,514,480,face
segment_000,73,5,288.2686767578125,436,450,514,480,face
segment_000,73,6,255.8785552978516,436,450,514,480,face
segment_000,73,7,251.5186004638672,436,450,514,480,face
segment_000,73,8,249.92333984375,436,450,514,480,face
segment_000,73,9,249.38706970214844,436,450,514,480,face
segment_000,73,10,246.2931060791016,436,450,514,480,face
segment_000,73,11,0.5155880451202393,436,450,514,480,face
segment_000,74,1,176.63218688964844,433,442,517,480,face
segment_000,74,2,176.4493865966797,433,442,517,480,face
segment_000,74,3,171.15333557128906,432,442,517,480,face
segment_000,74,4,165.39959716796875,432,442,517,480,face
segment_000,74,5,165.13095092773438,432,442,517,480,face
segment_000,74,6,146.6467742919922,433,442,517,480,face
segment_000,74,7,145.03392028808594,433,442,517,480,face
segment_000,74,8,144.8043670654297,433,442,517,480,face
segment_000,74,9,141.8691864013672,433,442,517,480,face
segment_000,74,10,141.74630737304688,433,442,517,480,face
segment_000,74,11,0.2970939576625824,433,442,517,480,face
segment_000,75,1,158.11265563964844,507,101,557,178,face
segment_000,75,2,157.38943481445312,507,101,557,178,face
segment_000,75,3,155.7108612060547,507,101,557,178,face
segment_000,75,4,155.6392822265625,507,101,557,178,face
segment_000,75,5,154.35940551757812,507,101,557,178,face
segment_000,75,6,67.85130310058594,507,101,557,178,face
segment_000,75,7,67.64946746826172,507,101,557,178,face
segment_000,75,8,62.816551208496094,507,101,557,178,face
segment_000,75,9,59.78361892700195,507,101,557,178,face
segment_000,75,10,59.3105583190918,507,101,557,178,face
segment_000,75,11,0.2834771573543548,507,101,557,178,face
segment_000,76,1,342.4219665527344,412,430,498,480,face
segment_000,76,2,339.27447509765625,412,430,498,480,face
segment_000,76,3,330.86651611328125,412,430,498,480,face
segment_000,76,4,319.95806884765625,412,430,498,480,face
segment_000,76,5,317.4644775390625,412,430,498,480,face
segment_000,76,6,274.4216613769531,412,430,498,480,face
segment_000,76,7,271.27783203125,412,430,498,480,face
segment_000,76,8,269.49517822265625,412,430,498,480,face
segment_000,76,9,266.7442626953125,412,430,498,480,face
segment_000,76,10,263.8135986328125,412,430,498,480,face
segment_000,76,11,0.5778278112411499,412,430,498,480,face
segment_000,77,1,139.61842346191406,486,102,536,180,face
segment_000,77,2,138.82505798339844,486,102,536,180,face
segment_000,77,3,137.76612854003906,486,102,536,180,face
segment_000,77,4,136.98342895507812,486,102,536,180,face
segment_000,77,5,136.01441955566406,486,102,536,180,face
segment_000,77,6,62.837345123291016,486,102,536,180,face
segment_000,77,7,62.57135009765625,486,102,536,180,face
segment_000,77,8,57.99309539794922,486,102,536,180,face
segment_000,77,9,55.349891662597656,486,102,536,180,face
segment_000,77,10,54.88412094116211,486,102,536,180,face
segment_000,77,11,0.2601800858974457,486,102,536,180,face
segment_000,83,1,278.04217529296875,500,86,568,176,face
segment_000,83,2,277.22613525390625,500,86,568,176,face
segment_000,83,3,272.7164001464844,500,86,568,176,face
segment_000,83,4,271.8563537597656,500,86,568,176,face
segment_000,83,5,271.1281433105469,500,86,568,176,face
segment_000,83,6,115.07443237304688,500,86,568,176,face
segment_000,83,7,110.59950256347656,500,86,568,176,face
segment_000,83,8,108.65860748291016,500,86,568,176,face
segment_000,83,9,104.37616729736328,500,86,568,176,face
segment_000,83,10,100.5875244140625,500,86,568,176,face
segment_000,83,11,0.5086880326271057,500,86,568,176,face
segment_000,90,1,238.75454711914065,301,106,357,179,face
segment_000,90,2,236.18858337402344,301,106,357,179,face
segment_000,90,3,235.2703399658203,301,106,357,179,face
segment_000,90,4,231.85903930664065,301,106,357,179,face
segment_000,90,5,229.7647399902344,301,106,357,179,face
segment_000,90,6,164.41775512695312,301,106,357,179,face
segment_000,90,7,161.8925323486328,301,106,357,179,face
segment_000,90,8,155.9777069091797,301,106,357,179,face
segment_000,90,9,145.05404663085938,301,106,357,179,face
segment_000,90,10,143.46514892578125,301,106,357,179,face
segment_000,90,11,0.6931992769241333,301,106,357,179,face
segment_000,91,1,250.27731323242188,276,100,328,174,face
segment_000,91,2,248.70297241210935,276,100,328,174,face
segment_000,91,3,247.4790802001953,276,100,328,174,face
segment_000,91,4,246.3059844970703,276,100,328,174,face
segment_000,91,5,244.34695434570312,276,100,328,174,face
segment_000,91,6,183.21307373046875,276,100,328,174,face
segment_000,91,7,180.6876373291016,276,100,328,174,face
segment_000,91,8,176.9857177734375,276,100,328,174,face
segment_000,91,9,163.34405517578125,276,100,328,174,face
segment_000,91,10,162.13746643066406,276,100,328,174,face
segment_000,91,11,0.7972018718719482,276,100,328,174,face
segment_000,92,1,213.1537170410156,263,96,320,172,face
segment_000,92,2,210.40049743652344,263,96,320,172,face
segment_000,92,3,208.8660430908203,263,96,320,172,face
segment_000,92,4,208.7432861328125,263,96,320,172,face
segment_000,92,5,204.31024169921875,263,96,320,172,face
segment_000,92,6,160.4793701171875,263,96,320,172,face
segment_000,92,7,158.24217224121094,263,96,320,172,face
segment_000,92,8,153.64920043945312,263,96,320,172,face
segment_000,92,9,140.12136840820312,263,96,320,172,face
segment_000,92,10,139.37258911132812,263,96,320,172,face
segment_000,92,11,0.6956415772438049,263,96,320,172,face
segment_000,93,1,174.29234313964844,276,119,324,187,face
segment_000,93,2,171.91197204589844,276,119,324,187,face
segment_000,93,3,171.82095336914062,276,119,324,187,face
segment_000,93,4,169.86949157714844,276,119,324,187,face
segment_000,93,5,168.25547790527344,276,119,324,187,face
segment_000,93,6,138.38140869140625,276,119,324,187,face
segment_000,93,7,135.0445098876953,276,119,324,187,face
segment_000,93,8,132.27157592773438,276,119,324,187,face
segment_000,93,9,126.09225463867188,276,119,324,187,face
segment_000,93,10,123.5643310546875,276,119,324,187,face
segment_000,93,11,0.5572739839553833,276,119,324,187,face
segment_000,94,1,229.6608123779297,278,145,333,216,face
segment_000,94,2,228.3881683349609,278,145,333,216,face
segment_000,94,3,227.9872894287109,278,145,333,216,face
segment_000,94,4,225.7392425537109,278,145,333,216,face
segment_000,94,5,223.8059234619141,278,145,333,216,face
segment_000,94,6,200.7871551513672,278,145,333,216,face
segment_000,94,7,198.06561279296875,278,145,333,216,face
segment_000,94,8,193.0523376464844,278,145,333,216,face
segment_000,94,9,180.22930908203125,278,145,333,216,face
segment_000,94,10,178.83578491210938,278,145,333,216,face
segment_000,94,11,0.7209362387657166,278,145,333,216,face
segment_000,95,1,231.91380310058597,281,161,335,225,face
segment_000,95,2,231.32632446289065,281,161,335,225,face
segment_000,95,3,227.16456604003903,281,161,335,225,face
segment_000,95,4,224.6180877685547,281,161,335,225,face
segment_000,95,5,223.7999267578125,281,161,335,225,face
segment_000,95,6,208.16290283203125,281,161,335,225,face
segment_000,95,7,207.8030242919922,281,161,335,225,face
segment_000,95,8,201.6027984619141,281,161,335,225,face
segment_000,95,9,189.11436462402344,281,161,335,225,face
segment_000,95,10,188.73410034179688,281,161,335,225,face
segment_000,95,11,0.7227691411972046,281,161,335,225,face
segment_000,98,1,376.7769775390625,399,286,473,369,face
segment_000,98,2,375.51318359375,399,286,473,369,face
segment_000,98,3,375.2755737304688,399,286,473,369,face
segment_000,98,4,374.0975646972656,399,286,473,369,face
segment_000,98,5,370.49652099609375,399,286,473,369,face
segment_000,98,6,356.50811767578125,399,286,473,369,face
segment_000,98,7,356.305419921875,399,286,473,369,face
segment_000,98,8,350.45709228515625,399,286,473,369,face
segment_000,98,9,332.4955139160156,399,286,473,369,face
segment_000,98,10,331.90594482421875,399,286,473,369,face
segment_000,98,11,319.7554931640625,474,0,530,51,face
segment_000,98,12,318.18426513671875,474,0,530,51,face
segment_000,98,13,316.3305969238281,474,0,530,51,face
segment_000,98,14,310.7110900878906,474,0,530,51,face
segment_000,98,15,309.0063781738281,474,0,530,51,face
segment_000,98,16,68.10740661621094,474,0,530,51,face
segment_000,98,17,68.08842468261719,474,0,530,51,face
segment_000,98,18,58.63022994995117,474,0,530,51,face
segment_000,98,19,49.838008880615234,474,0,530,51,face
segment_000,98,20,49.29184722900391,474,0,530,51,face
segment_000,98,21,0.8390418887138367,399,286,473,369,face
segment_000,98,22,0.6042358875274658,474,0,530,51,face
segment_000,99,1,413.7713623046875,430,300,510,395,face
segment_000,99,2,413.47454833984375,430,300,510,395,face
segment_000,99,3,411.17877197265625,430,300,510,395,face
segment_000,99,4,410.1848449707031,430,300,510,395,face
segment_000,99,5,407.7052307128906,430,300,510,395,face
segment_000,99,6,384.5947570800781,430,300,510,395,face
segment_000,99,7,384.4789733886719,430,300,510,395,face
segment_000,99,8,375.54107666015625,430,300,510,395,face
segment_000,99,9,353.2580261230469,430,300,510,395,face
segment_000,99,10,353.10235595703125,430,300,510,395,face
segment_000,99,11,103.31845092773438,240,0,296,0,face
segment_000,99,12,102.99752044677734,240,0,296,0,face
segment_000,99,13,101.2141571044922,240,0,296,0,face
segment_000,99,14,97.98966217041016,240,0,296,0,face
segment_000,99,15,97.30164337158205,240,0,296,0,face
segment_000,99,16,1.3657582998275757,240,0,296,0,face
segment_000,99,17,1.2211204767227173,240,0,296,0,face
segment_000,99,18,0.8545868992805481,430,300,510,395,face
segment_000,99,19,0.5099000930786133,240,0,295,0,face
segment_000,99,20,0.3640790283679962,240,0,296,0,face
segment_000,100,1,437.2732543945313,453,315,536,411,face
segment_000,100,2,435.9899291992188,453,315,536,411,face
segment_000,100,3,435.7980041503906,453,315,536,411,face
segment_000,100,4,431.0944213867188,453,315,536,411,face
segment_000,100,5,430.48541259765625,453,315,536,411,face
segment_000,100,6,397.4992980957031,453,315,536,411,face
segment_000,100,7,396.1376647949219,453,315,536,411,face
segment_000,100,8,388.6463928222656,453,315,536,411,face
segment_000,100,9,362.1250915527344,453,315,536,411,face
segment_000,100,10,361.8601989746094,453,315,536,411,face
segment_000,100,11,80.57854461669922,241,0,315,0,face
segment_000,100,12,80.41516876220703,241,0,315,0,face
segment_000,100,13,77.56526184082031,241,0,315,0,face
segment_000,100,14,74.91612243652344,241,0,315,0,face
segment_000,100,15,74.62447357177734,241,0,315,0,face
segment_000,100,16,0.8665288686752319,241,0,315,0,face
segment_000,100,17,0.8570926785469055,453,315,536,411,face
segment_000,100,18,0.5844643115997314,241,0,315,0,face
segment_000,100,19,0.274704098701477,241,0,315,0,face
segment_000,101,1,372.5240478515625,471,341,551,439,face
segment_000,101,2,372.0135498046875,471,341,551,439,face
segment_000,101,3,370.6227416992188,471,341,551,439,face
segment_000,101,4,368.3302612304688,471,341,551,439,face
segment_000,101,5,367.3767700195313,471,341,551,439,face
segment_000,101,6,347.6963195800781,471,341,551,439,face
segment_000,101,7,346.568603515625,471,341,551,439,face
segment_000,101,8,342.2816467285156,471,341,551,439,face
segment_000,101,9,320.2378845214844,471,341,551,439,face
segment_000,101,10,320.1377868652344,471,341,551,439,face
segment_000,101,11,97.12651824951172,254,0,335,0,face
segment_000,101,12,95.89392852783205,254,0,335,0,face
segment_000,101,13,93.58631896972656,254,0,335,0,face
segment_000,101,14,90.13381958007812,254,0,335,0,face
segment_000,101,15,89.41465759277344,254,0,335,0,face
segment_000,101,16,2.6092240810394287,254,0,335,0,face
segment_000,101,17,1.6656348705291748,254,0,335,0,face
segment_000,101,18,0.709571897983551,471,341,551,439,face
segment_000,101,19,0.3089409172534942,254,0,335,0,face
segment_000,104,1,155.76507568359375,425,404,502,480,face
segment_000,104,2,154.7180938720703,425,404,502,480,face
segment_000,104,3,152.34007263183594,425,404,502,480,face
segment_000,104,4,146.64442443847656,425,404,502,480,face
segment_000,104,5,145.91693115234375,425,404,502,480,face
segment_000,104,6,134.8790740966797,425,404,502,480,face
segment_000,104,7,133.18104553222656,425,404,502,480,face
segment_000,104,8,133.0618438720703,425,404,502,480,face
segment_000,104,9,130.64292907714844,425,404,502,480,face
segment_000,104,10,130.09524536132812,425,404,502,480,face
segment_000,104,11,0.278425931930542,425,404,502,480,face
segment_000,105,1,118.95093536376952,427,124,474,192,face
segment_000,105,2,118.48562622070312,427,124,474,192,face
segment_000,105,3,117.60820770263672,427,124,474,192,face
segment_000,105,4,116.4127197265625,427,124,474,192,face
segment_000,105,5,115.69159698486328,427,124,474,192,face
segment_000,105,6,65.25849914550781,427,124,474,192,face
segment_000,105,7,65.14728546142578,427,124,474,192,face
segment_000,105,8,61.89109420776367,427,124,474,192,face
segment_000,105,9,58.63233184814453,427,124,474,192,face
segment_000,105,10,58.51601028442383,427,124,474,192,face
segment_000,105,11,0.2516586184501648,427,124,474,192,face
segment_000,120,1,255.65765380859372,508,0,576,66,face
segment_000,120,2,249.7042236328125,508,0,576,66,face
segment_000,120,3,249.63751220703125,508,0,576,66,face
segment_000,120,4,247.59942626953125,508,0,576,66,face
segment_000,120,5,244.0036773681641,508,0,576,66,face
segment_000,120,6,60.085845947265625,508,0,576,66,face
segment_000,120,7,59.61166763305664,508,0,576,66,face
segment_000,120,8,55.91707611083984,508,0,576,66,face
segment_000,120,9,48.51056671142578,508,0,576,66,face
segment_000,120,10,47.98297882080078,508,0,576,66,face
segment_000,120,11,0.4537077844142914,508,0,576,66,face
segment_000,121,1,297.66168212890625,510,0,573,59,face
segment_000,121,2,291.01153564453125,510,0,573,59,face
segment_000,121,3,290.926025390625,510,0,573,59,face
segment_000,121,4,287.59698486328125,510,0,573,59,face
segment_000,121,5,284.3589172363281,510,0,573,59,face
segment_000,121,6,68.61185455322266,510,0,573,59,face
segment_000,121,7,68.05683898925781,510,0,573,59,face
segment_000,121,8,64.81082916259766,510,0,573,59,face
segment_000,121,9,57.807952880859375,510,0,573,59,face
segment_000,121,10,57.36594772338867,510,0,573,59,face
segment_000,121,11,0.5289005041122437,510,0,573,59,face
segment_000,122,1,241.96849060058597,505,0,573,62,face
segment_000,122,2,234.8930206298828,505,0,573,62,face
segment_000,122,3,234.565185546875,505,0,573,62,face
segment_000,122,4,232.71788024902344,505,0,573,62,face
segment_000,122,5,228.1837615966797,505,0,573,62,face
segment_000,122,6,56.78369140625,505,0,573,62,face
segment_000,122,7,55.61881637573242,505,0,573,62,face
segment_000,122,8,53.93857192993164,505,0,573,62,face
segment_000,122,9,48.17043685913086,505,0,573,62,face
segment_000,122,10,46.4206657409668,505,0,573,62,face
segment_000,122,11,0.4310351610183716,505,0,573,62,face
segment_000,131,1,356.7929077148437,508,0,575,72,face
segment_000,131,2,349.3593444824219,508,0,575,72,face
segment_000,131,3,344.3600158691406,508,0,575,72,face
segment_000,131,4,339.4913024902344,508,0,575,72,face
segment_000,131,5,337.04119873046875,508,0,575,72,face
segment_000,131,6,90.02487182617188,508,0,575,72,face
segment_000,131,7,89.33805084228516,508,0,575,72,face
segment_000,131,8,86.46794891357422,508,0,575,72,face
segment_000,131,9,75.59681701660156,508,0,575,72,face
segment_000,131,10,74.70875549316406,508,0,575,72,face
segment_000,131,11,0.6329058408737183,508,0,575,72,face
segment_000,132,1,170.49952697753906,513,0,576,68,face
segment_000,132,2,167.43661499023438,513,0,576,68,face
segment_000,132,3,166.9537811279297,513,0,576,68,face
segment_000,132,4,164.20130920410156,513,0,576,68,face
segment_000,132,5,161.8187713623047,513,0,576,68,face
segment_000,132,6,39.26658248901367,513,0,576,68,face
segment_000,132,7,38.751251220703125,513,0,576,68,face
segment_000,132,8,36.58123016357422,513,0,576,68,face
segment_000,132,9,32.75034713745117,513,0,576,68,face
segment_000,132,10,32.358097076416016,513,0,576,68,face
segment_000,132,11,0.2980950176715851,513,0,576,68,face
segment_000,136,1,14.825799942016602,0,0,65,0,face
segment_000,136,2,11.621337890625,0,0,65,0,face
segment_000,136,3,10.891425132751465,0,0,65,0,face
segment_000,136,4,10.161147117614746,0,0,65,0,face
segment_000,136,5,10.142996788024902,0,0,65,0,face
segment_000,136,6,8.915386199951172,0,0,65,0,face
segment_000,136,7,5.696803569793701,1,0,64,0,face
segment_000,136,8,5.259790420532227,0,0,65,0,face
segment_000,136,9,2.6202523708343506,1,0,64,0,face
segment_000,136,10,1.3986696004867554,1,0,64,0,face
segment_000,136,11,0.2912907302379608,0,0,65,0,face
segment_000,137,1,98.62367248535156,300,260,370,327,face
segment_000,137,2,98.06262969970705,300,260,370,327,face
segment_000,137,3,97.93538665771484,300,260,370,327,face
segment_000,137,4,97.73407745361328,300,260,370,327,face
segment_000,137,5,94.94585418701172,300,260,370,327,face
segment_000,137,6,94.22006225585938,300,260,370,327,face
segment_000,137,7,93.67733001708984,300,260,370,327,face
segment_000,137,8,91.56282806396484,300,260,370,327,face
segment_000,137,9,89.69764709472656,300,260,370,327,face
segment_000,137,10,88.82254028320312,300,260,370,327,face
segment_000,137,11,0.2653630077838897,300,260,370,327,face
segment_000,139,1,97.03604888916016,0,0,73,126,face
segment_000,139,2,92.69406127929688,0,0,73,126,face
segment_000,139,3,77.02806091308594,0,0,73,126,face
segment_000,139,4,45.46066665649414,0,0,73,126,face
segment_000,139,5,38.35565948486328,0,0,73,126,face
segment_000,139,6,20.221235275268555,0,0,73,126,face
segment_000,139,7,17.849815368652344,0,0,73,126,face
segment_000,139,8,15.908374786376951,0,0,73,126,face
segment_000,139,9,0.6117399334907532,0,0,73,126,face
segment_000,140,1,336.2705078125,379,457,462,480,face
segment_000,140,2,334.946044921875,379,457,462,480,face
segment_000,140,3,325.6059265136719,379,457,462,480,face
segment_000,140,4,307.81378173828125,379,457,462,480,face
segment_000,140,5,307.57928466796875,379,457,462,480,face
segment_000,140,6,242.6534881591797,379,457,462,480,face
segment_000,140,7,240.5899658203125,379,457,462,480,face
segment_000,140,8,232.88400268554688,379,457,462,480,face
segment_000,140,9,227.57260131835935,379,457,462,480,face
segment_000,140,10,223.43919372558597,379,457,462,480,face
segment_000,140,11,82.85592651367188,144,0,211,0,face
segment_000,140,12,79.11087799072266,144,0,211,0,face
segment_000,140,13,78.00811767578125,144,0,210,0,face
segment_000,140,14,75.93025207519531,144,0,211,0,face
segment_000,140,15,70.8038558959961,144,0,211,0,face
segment_000,140,16,17.107318878173828,144,0,211,0,face
segment_000,140,17,15.201375961303713,144,0,211,0,face
segment_000,140,18,8.647330284118652,144,0,210,0,face
segment_000,140,19,3.955053806304932,144,0,210,0,face
segment_000,140,20,2.1139121055603027,144,0,210,0,face
segment_000,140,21,0.5416589379310608,379,457,462,480,face
segment_000,140,22,0.416918396949768,144,0,211,0,face
segment_000,141,1,495.4320068359375,400,441,484,480,face
segment_000,141,2,493.2932434082031,400,441,484,480,face
segment_000,141,3,481.5657043457031,400,441,484,480,face
segment_000,141,4,452.49310302734375,400,441,484,480,face
segment_000,141,5,451.6932678222656,400,441,484,480,face
segment_000,141,6,376.7955627441406,400,441,484,480,face
segment_000,141,7,373.4877624511719,400,441,484,480,face
segment_000,141,8,365.0773315429688,400,441,484,480,face
segment_000,141,9,359.9182434082031,400,441,484,480,face
segment_000,141,10,356.5123291015625,400,441,484,480,face
segment_000,141,11,122.81945037841795,159,0,227,0,face
segment_000,141,12,116.91963958740234,159,0,227,0,face
segment_000,141,13,116.17947387695312,159,0,227,0,face
segment_000,141,14,113.24929809570312,159,0,227,0,face
segment_000,141,15,104.15001678466795,159,0,227,0,face
