video_name,frame_number,face_id,confidence,x1,y1,x2,y2,detection_type
segment_000,16,1,289.4667358398437,53,268,148,388,face
segment_000,16,2,286.4414978027344,53,268,148,388,face
segment_000,16,3,267.9833374023437,53,268,148,388,face
segment_000,16,4,257.6820983886719,53,268,148,388,face
segment_000,16,5,253.0201568603516,53,268,148,388,face
segment_000,16,6,60.2322998046875,53,268,148,388,face
segment_000,16,7,55.49438095092773,53,268,148,388,face
segment_000,16,8,51.91085052490234,53,268,148,388,face
segment_000,16,9,51.01735305786133,53,268,148,388,face
segment_000,16,10,41.613529205322266,53,268,148,388,face
segment_000,16,11,0.6589080095291138,53,268,148,388,face
segment_000,45,1,266.4574890136719,435,480,535,480,face
segment_000,45,2,264.48486328125,435,480,535,480,face
segment_000,45,3,264.4190368652344,435,480,535,480,face
segment_000,45,4,263.7191162109375,435,480,535,480,face
segment_000,45,5,263.2909240722656,435,480,535,480,face
segment_000,45,6,204.8559417724609,435,480,535,480,face
segment_000,45,7,204.40257263183597,435,480,535,480,face
segment_000,45,8,201.0272216796875,435,480,535,480,face
segment_000,45,9,196.6093292236328,435,480,535,480,face
segment_000,45,10,195.87457275390625,435,480,535,480,face
segment_000,45,11,0.4056780040264129,435,480,535,480,face
segment_000,48,1,135.341796875,295,184,375,299,face
segment_000,48,2,133.37887573242188,295,184,375,299,face
segment_000,48,3,131.00782775878906,295,184,375,299,face
segment_000,48,4,130.51657104492188,295,184,375,299,face
segment_000,48,5,130.18553161621094,295,184,375,299,face
segment_000,48,6,129.91656494140625,295,184,375,299,face
segment_000,48,7,128.29354858398438,295,184,375,299,face
segment_000,48,8,120.7641143798828,295,184,375,299,face
segment_000,48,9,111.91120147705078,295,184,375,299,face
segment_000,48,10,111.71541595458984,295,184,375,299,face
segment_000,48,11,0.3687577247619629,295,184,375,299,face
segment_000,50,1,379.0458679199219,350,291,443,428,face
segment_000,50,2,378.7806701660156,350,291,443,428,face
segment_000,50,3,360.490234375,350,291,443,428,face
segment_000,50,4,343.3569641113281,348,301,441,423,face
segment_000,50,5,342.5747375488281,348,301,441,423,face
segment_000,50,6,340.9085388183594,350,291,443,428,face
segment_000,50,7,338.826171875,350,291,443,428,face
segment_000,50,8,328.177978515625,350,291,443,428,face
segment_000,50,9,325.5934753417969,350,291,443,428,face
segment_000,50,10,319.2017517089844,350,291,443,428,face
segment_000,50,11,159.38063049316406,388,61,430,104,face
segment_000,50,12,156.3145751953125,388,61,430,104,face
segment_000,50,13,155.97152709960938,388,61,430,104,face
segment_000,50,14,154.90789794921875,388,61,430,104,face
segment_000,50,15,154.09097290039062,388,61,430,104,face
segment_000,50,16,66.09757232666016,388,61,430,104,face
segment_000,50,17,65.24832916259766,388,61,430,104,face
segment_000,50,18,61.23963928222656,388,61,430,104,face
segment_000,50,19,61.087852478027344,388,61,430,104,face
segment_000,50,20,59.931434631347656,388,61,430,104,face
segment_000,50,21,0.8277408480644226,350,291,443,428,face
segment_000,50,22,0.3819194138050079,388,61,430,104,face
segment_000,51,1,420.9467468261719,123,377,226,480,face
segment_000,51,2,419.971923828125,123,377,226,480,face
segment_000,51,3,401.900634765625,123,377,226,480,face
segment_000,51,4,387.4857177734375,346,279,437,415,face
segment_000,51,5,385.26116943359375,346,279,437,415,face
segment_000,51,6,381.1187133789063,123,377,226,480,face
segment_000,51,7,379.5328369140625,123,377,226,480,face
segment_000,51,8,364.6151428222656,346,279,437,415,face
segment_000,51,9,363.20904541015625,346,279,437,415,face
segment_000,51,10,359.4207458496094,346,279,437,415,face
segment_000,51,11,347.79217529296875,346,279,437,415,face
segment_000,51,12,346.3861999511719,346,279,437,415,face
segment_000,51,13,345.7420959472656,346,279,437,415,face
segment_000,51,14,339.6181030273437,346,279,437,415,face
segment_000,51,15,334.5744323730469,346,279,437,415,face
segment_000,51,16,143.36639404296875,123,377,226,480,face
segment_000,51,17,141.21632385253906,123,377,226,480,face
segment_000,51,18,137.6576385498047,123,377,226,480,face
segment_000,51,19,132.6298370361328,123,377,226,480,face
segment_000,51,20,128.92947387695312,123,377,226,480,face
segment_000,51,21,0.8800860047340393,346,279,437,415,face
segment_000,51,22,0.7603878974914551,123,377,226,480,face
segment_000,52,1,459.4977722167969,105,365,212,480,face
segment_000,52,2,458.8135986328125,105,365,212,480,face
segment_000,52,3,436.3038940429688,105,365,212,480,face
segment_000,52,4,413.4854736328125,105,365,212,480,face
segment_000,52,5,413.1999206542969,105,365,212,480,face
segment_000,52,6,362.7088928222656,332,270,420,400,face
segment_000,52,7,359.3819274902344,332,270,420,400,face
segment_000,52,8,340.15545654296875,332,270,420,400,face
segment_000,52,9,332.6340637207031,332,270,420,400,face
segment_000,52,10,328.67999267578125,333,269,420,401,face
segment_000,52,11,323.9057922363281,332,270,420,400,face
segment_000,52,12,321.8205871582031,332,270,420,400,face
segment_000,52,13,319.3081970214844,332,270,420,400,face
segment_000,52,14,313.21240234375,332,270,420,400,face
segment_000,52,15,310.5799255371094,332,270,420,400,face
segment_000,52,16,149.68185424804688,99,359,214,480,face
segment_000,52,17,149.34791564941406,105,365,212,480,face
segment_000,52,18,145.85284423828125,105,365,212,480,face
segment_000,52,19,140.181396484375,105,365,212,480,face
segment_000,52,20,132.97682189941406,105,365,212,480,face
segment_000,52,21,0.8530380725860596,105,365,212,480,face
segment_000,52,22,0.8422349691390991,332,270,420,400,face
segment_000,53,1,351.4761657714844,320,261,409,384,face
segment_000,53,2,349.3607177734375,320,261,409,384,face
segment_000,53,3,329.98193359375,320,261,409,384,face
segment_000,53,4,317.28424072265625,320,261,409,384,face
segment_000,53,5,315.0867004394531,320,261,409,384,face
segment_000,53,6,314.11279296875,320,261,409,384,face
segment_000,53,7,313.921142578125,320,261,409,384,face
segment_000,53,8,312.9549865722656,320,261,409,384,face
segment_000,53,9,310.6177673339844,320,261,409,384,face
segment_000,53,10,304.1073303222656,320,261,409,384,face
segment_000,53,11,195.1912384033203,96,349,205,480,face
segment_000,53,12,193.10540771484372,96,349,205,480,face
segment_000,53,13,184.25201416015625,96,349,205,480,face
segment_000,53,14,174.23892211914062,96,349,205,480,face
segment_000,53,15,171.81472778320312,96,349,205,480,face
segment_000,53,16,64.97793579101562,96,349,205,480,face
segment_000,53,17,58.41940689086914,96,349,205,480,face
segment_000,53,18,57.83885192871094,96,349,205,480,face
segment_000,53,19,55.53386688232422,96,349,205,480,face
segment_000,53,20,49.14504623413086,96,349,205,480,face
segment_000,53,21,0.8351643085479736,320,261,409,384,face
segment_000,53,22,0.3640795052051544,96,349,205,480,face
segment_000,54,1,108.58238220214844,327,251,403,348,face
segment_000,54,2,107.23487091064452,327,251,403,348,face
segment_000,54,3,103.20098114013672,327,251,403,348,face
segment_000,54,4,103.13835144042967,327,251,403,348,face
segment_000,54,5,102.79020690917967,327,251,403,348,face
segment_000,54,6,102.13178253173828,327,251,403,348,face
segment_000,54,7,102.01964569091795,327,251,403,348,face
segment_000,54,8,101.15283966064452,327,251,403,348,face
segment_000,54,9,100.90808868408205,327,251,403,348,face
segment_000,54,10,99.76680755615234,327,251,403,348,face
segment_000,54,11,0.2746444940567016,327,251,403,348,face
segment_000,56,1,292.6172790527344,130,230,240,364,face
segment_000,56,2,282.0884094238281,130,230,240,364,face
segment_000,56,3,277.65155029296875,130,230,240,364,face
segment_000,56,4,271.0817565917969,130,230,240,364,face
segment_000,56,5,263.2778015136719,130,230,240,364,face
segment_000,56,6,154.0125732421875,130,230,240,364,face
segment_000,56,7,152.4656982421875,130,230,240,364,face
segment_000,56,8,143.38641357421875,130,230,240,364,face
segment_000,56,9,131.90126037597656,130,230,240,364,face
segment_000,56,10,127.94214630126952,130,230,240,364,face
segment_000,56,11,0.7413631081581116,130,230,240,364,face
segment_000,57,1,286.45379638671875,339,141,412,239,face
segment_000,57,2,285.6916198730469,339,141,412,239,face
segment_000,57,3,284.777587890625,339,141,412,239,face
segment_000,57,4,281.33642578125,339,141,412,239,face
segment_000,57,5,278.533447265625,339,141,412,239,face
segment_000,57,6,277.9477844238281,134,216,245,355,face
segment_000,57,7,269.5443420410156,134,216,245,355,face
segment_000,57,8,261.5972900390625,134,216,245,355,face
segment_000,57,9,254.15025329589844,134,216,245,355,face
segment_000,57,10,245.62461853027344,134,216,245,355,face
segment_000,57,11,214.11447143554688,339,141,412,239,face
segment_000,57,12,212.02708435058597,339,141,412,239,face
segment_000,57,13,199.47999572753903,339,141,412,239,face
segment_000,57,14,185.60891723632807,339,141,412,239,face
segment_000,57,15,183.8380889892578,339,141,412,239,face
segment_000,57,16,153.87033081054688,134,216,245,355,face
segment_000,57,17,149.84475708007812,134,216,245,355,face
segment_000,57,18,146.59140014648438,134,216,245,355,face
segment_000,57,19,134.52500915527344,134,216,245,355,face
segment_000,57,20,127.96109771728516,134,216,245,355,face
segment_000,57,21,0.7429307103157043,339,141,412,239,face
