video_name,frame_number,face_id,confidence,x1,y1,x2,y2
segment_000,19,1,117.9024887084961,204,0,417,3
segment_000,19,2,108.703857421875,204,0,417,3
segment_000,19,3,105.99662780761719,204,0,417,3
segment_000,19,4,98.38066101074219,204,0,417,3
segment_000,19,5,88.8258056640625,204,0,417,3
segment_000,19,6,13.499794006347656,204,0,417,3
segment_000,19,7,9.10252571105957,204,0,417,3
segment_000,19,8,6.362534523010254,204,0,417,3
segment_000,19,9,5.7589111328125,204,0,417,3
segment_000,19,10,0.3278769552707672,204,0,417,3
segment_000,20,1,145.73231506347656,192,0,466,12
segment_000,20,2,129.09532165527344,192,0,466,12
segment_000,20,3,128.5407257080078,192,0,466,12
segment_000,20,4,118.99635314941406,192,0,466,12
segment_000,20,5,104.35233306884766,192,0,466,12
segment_000,20,6,16.41267204284668,192,0,466,12
segment_000,20,7,11.063572883605957,192,0,466,12
segment_000,20,8,8.964617729187012,192,0,466,12
segment_000,20,9,6.667634963989258,192,0,466,12
segment_000,20,10,0.9474760890007019,192,0,466,12
segment_000,20,11,0.38771528005599976,192,0,466,12
segment_000,21,1,91.18873596191406,190,0,428,13
segment_000,21,2,84.36109924316406,190,0,428,13
segment_000,21,3,82.56316375732422,190,0,428,13
segment_000,21,4,74.19579315185547,190,0,428,13
segment_000,21,5,67.75300598144531,190,0,428,13
segment_000,21,6,11.23591423034668,190,0,428,13
segment_000,21,7,9.01130199432373,190,0,428,13
segment_000,21,8,7.1750569343566895,190,0,428,13
segment_000,21,9,2.435778856277466,190,0,428,13
segment_000,21,10,0.25055232644081116,190,0,428,13
segment_000,24,1,138.2439422607422,188,0,440,19
segment_000,24,2,125.38507843017578,188,0,440,19
segment_000,24,3,125.27212524414062,188,0,440,19
segment_000,24,4,109.81129455566406,188,0,440,19
segment_000,24,5,99.57229614257812,188,0,440,19
segment_000,24,6,15.947660446166992,188,0,440,19
segment_000,24,7,8.76477336883545,188,0,440,19
segment_000,24,8,7.807273864746094,188,0,440,19
segment_000,24,9,4.30916690826416,188,0,465,19
segment_000,24,10,0.3702569603919983,188,0,440,19
segment_000,26,1,95.56298065185547,187,0,479,21
segment_000,26,2,87.70842742919922,187,0,479,21
segment_000,26,3,83.72667694091797,187,0,479,21
segment_000,26,4,74.53783416748047,187,0,479,21
segment_000,26,5,67.80451202392578,187,0,479,21
segment_000,26,6,10.43083667755127,187,0,479,21
segment_000,26,7,5.700254440307617,187,0,479,21
segment_000,26,8,5.579253196716309,187,0,479,21
segment_000,26,9,1.8350602388381958,187,0,479,21
segment_000,31,1,49.74394226074219,121,0,163,55
segment_000,31,2,48.574424743652344,121,0,163,55
segment_000,31,3,47.9017333984375,121,0,163,55
segment_000,31,4,46.46693801879883,121,0,163,55
segment_000,31,5,46.08378219604492,121,0,163,55
segment_000,31,6,43.05717468261719,121,0,163,55
segment_000,31,7,42.924015045166016,121,0,163,55
segment_000,31,8,39.833038330078125,121,0,163,55
segment_000,31,9,35.9490966796875,121,0,163,55
segment_000,31,10,35.8762092590332,121,0,163,55
segment_000,31,11,0.3566584587097168,121,0,163,55
segment_000,32,1,102.61506652832031,66,0,221,94
segment_000,32,2,101.35250854492188,66,0,221,94
segment_000,32,3,88.78423309326172,150,0,260,92
segment_000,32,4,88.77742767333984,66,0,221,94
segment_000,32,5,83.7440185546875,150,0,260,92
segment_000,32,6,75.51509094238281,66,0,221,94
segment_000,32,7,75.03984069824219,150,0,260,92
segment_000,32,8,73.03598022460938,150,0,260,92
segment_000,32,9,69.73847961425781,66,0,221,94
segment_000,32,10,69.64215850830078,150,0,260,92
segment_000,32,11,69.60578155517578,66,0,221,94
segment_000,32,12,65.21592712402344,66,0,221,94
segment_000,32,13,55.29293441772461,150,0,260,92
segment_000,32,14,53.21037673950195,150,0,260,92
segment_000,32,15,51.95823287963867,66,0,221,94
segment_000,32,16,38.88078689575195,150,0,260,92
segment_000,32,17,35.33103942871094,65,0,221,91
segment_000,32,18,33.1325569152832,66,0,221,94
segment_000,32,19,29.504711151123047,150,0,260,92
segment_000,32,20,28.022584915161133,150,0,260,92
segment_000,32,21,0.5324929356575012,66,0,221,94
segment_000,32,22,0.40967586636543274,150,0,260,92
segment_000,51,1,283.7840881347656,480,421,571,480
segment_000,51,2,283.3314208984375,480,421,571,480
segment_000,51,3,272.3880615234375,480,421,571,480
segment_000,51,4,268.38861083984375,480,421,571,480
segment_000,51,5,262.8923645019531,480,421,571,480
segment_000,51,6,260.2761535644531,480,421,571,480
segment_000,51,7,260.134765625,480,421,571,480
segment_000,51,8,258.9723815917969,480,421,571,480
segment_000,51,9,251.42196655273438,480,421,571,480
segment_000,51,10,251.2469482421875,480,421,571,480
segment_000,51,11,0.4824346601963043,480,421,571,480
segment_000,52,1,108.62208557128906,289,0,363,41
segment_000,52,2,105.69137573242188,289,0,363,41
segment_000,52,3,105.64041137695312,289,0,363,41
segment_000,52,4,99.1686782836914,289,0,363,41
segment_000,52,5,98.42233276367188,289,0,363,41
segment_000,52,6,26.813518524169922,289,0,363,41
segment_000,52,7,26.7960147857666,289,0,363,41
segment_000,52,8,20.60810089111328,289,0,363,41
segment_000,52,9,12.58425521850586,289,0,363,41
segment_000,52,10,12.470148086547852,289,0,363,41
segment_000,52,11,0.3038155138492584,289,0,363,41
segment_000,58,1,120.42611694335938,215,0,377,112
segment_000,58,2,111.87525939941406,215,0,377,112
segment_000,58,3,107.87496948242188,215,0,377,112
segment_000,58,4,105.97105407714844,215,0,377,112
segment_000,58,5,93.71240997314453,215,0,377,112
segment_000,58,6,55.77473068237305,215,0,377,112
segment_000,58,7,45.959415435791016,215,0,377,112
segment_000,58,8,44.8039436340332,215,0,377,112
segment_000,58,9,38.20874786376953,215,0,377,112
segment_000,58,10,27.920345306396484,215,0,377,112
segment_000,58,11,0.3552066683769226,215,0,377,112
segment_000,61,1,242.8015899658203,343,0,431,0
segment_000,61,2,239.87396240234375,343,0,431,0
segment_000,61,3,230.50521850585938,343,0,431,0
segment_000,61,4,226.41824340820312,343,0,431,0
segment_000,61,5,221.35987854003906,343,0,431,0
segment_000,61,6,15.52737808227539,343,0,431,0
segment_000,61,7,10.685163497924805,343,0,431,0
segment_000,61,8,8.596149444580078,343,0,431,0
segment_000,61,9,2.6091644763946533,343,0,431,0
segment_000,61,10,0.5998474359512329,343,0,431,0
segment_000,70,1,258.443603515625,409,417,488,480
segment_000,70,2,257.172607421875,409,417,488,480
segment_000,70,3,249.26695251464844,409,417,488,480
segment_000,70,4,236.4366455078125,409,417,488,480
segment_000,70,5,234.8490447998047,409,417,488,480
segment_000,70,6,211.44580078125,409,417,488,480
segment_000,70,7,207.3944549560547,409,417,488,480
segment_000,70,8,205.60292053222656,409,417,488,480
segment_000,70,9,201.74923706054688,409,417,488,480
segment_000,70,10,201.10487365722656,409,417,488,480
segment_000,70,11,0.449607789516449,409,417,488,480
segment_000,72,1,284.02099609375,422,447,500,480
segment_000,72,2,282.9198913574219,422,447,500,480
segment_000,72,3,274.728271484375,422,447,500,480
segment_000,72,4,263.9481201171875,422,447,500,480
segment_000,72,5,262.7566223144531,422,447,500,480
segment_000,72,6,229.2742919921875,422,447,500,480
segment_000,72,7,224.1630859375,422,447,500,480
segment_000,72,8,222.5398406982422,422,447,500,480
segment_000,72,9,217.82821655273438,422,447,500,480
segment_000,72,10,216.97543334960938,422,447,500,480
segment_000,72,11,105.23078918457031,0,0,79,208
segment_000,72,12,101.07970428466797,0,0,79,208
segment_000,72,13,85.79824829101562,0,0,79,208
segment_000,72,14,61.155189514160156,0,0,79,208
segment_000,72,15,53.329002380371094,0,0,79,208
segment_000,72,16,14.43623161315918,0,0,79,208
segment_000,72,17,14.218558311462402,0,0,79,208
segment_000,72,18,9.728363037109375,0,0,79,208
segment_000,72,19,0.47289159893989563,422,447,500,480
segment_000,72,20,0.4583085775375366,0,0,79,208
segment_000,73,1,311.75885009765625,436,450,514,480
segment_000,73,2,310.5587158203125,436,450,514,480
segment_000,73,3,301.65771484375,436,450,514,480
segment_000,73,4,289.8592224121094,436,450,514,480
segment_000,73,5,288.2686767578125,436,450,514,480
segment_000,73,6,255.87855529785156,436,450,514,480
segment_000,73,7,251.5186004638672,436,450,514,480
segment_000,73,8,249.92333984375,436,450,514,480
segment_000,73,9,249.38706970214844,436,450,514,480
segment_000,73,10,246.29310607910156,436,450,514,480
segment_000,73,11,0.5155880451202393,436,450,514,480
segment_000,74,1,176.63218688964844,433,442,517,480
segment_000,74,2,176.4493865966797,433,442,517,480
segment_000,74,3,171.15333557128906,432,442,517,480
segment_000,74,4,165.39959716796875,432,442,517,480
segment_000,74,5,165.13095092773438,432,442,517,480
segment_000,74,6,146.6467742919922,433,442,517,480
segment_000,74,7,145.03392028808594,433,442,517,480
segment_000,74,8,144.8043670654297,433,442,517,480
segment_000,74,9,141.8691864013672,433,442,517,480
segment_000,74,10,141.74630737304688,433,442,517,480
segment_000,74,11,0.2970939576625824,433,442,517,480
segment_000,75,1,158.11265563964844,507,101,557,178
segment_000,75,2,157.38943481445312,507,101,557,178
segment_000,75,3,155.7108612060547,507,101,557,178
segment_000,75,4,155.6392822265625,507,101,557,178
segment_000,75,5,154.35940551757812,507,101,557,178
segment_000,75,6,67.85130310058594,507,101,557,178
segment_000,75,7,67.64946746826172,507,101,557,178
segment_000,75,8,62.816551208496094,507,101,557,178
segment_000,75,9,59.78361892700195,507,101,557,178
segment_000,75,10,59.3105583190918,507,101,557,178
segment_000,75,11,0.28347715735435486,507,101,557,178
segment_000,76,1,342.4219665527344,412,430,498,480
segment_000,76,2,339.27447509765625,412,430,498,480
segment_000,76,3,330.86651611328125,412,430,498,480
segment_000,76,4,319.95806884765625,412,430,498,480
segment_000,76,5,317.4644775390625,412,430,498,480
segment_000,76,6,274.4216613769531,412,430,498,480
segment_000,76,7,271.27783203125,412,430,498,480
segment_000,76,8,269.49517822265625,412,430,498,480
segment_000,76,9,266.7442626953125,412,430,498,480
segment_000,76,10,263.8135986328125,412,430,498,480
segment_000,76,11,0.5778278112411499,412,430,498,480
segment_000,77,1,139.61842346191406,486,102,536,180
segment_000,77,2,138.82505798339844,486,102,536,180
segment_000,77,3,137.76612854003906,486,102,536,180
segment_000,77,4,136.98342895507812,486,102,536,180
segment_000,77,5,136.01441955566406,486,102,536,180
segment_000,77,6,62.837345123291016,486,102,536,180
segment_000,77,7,62.57135009765625,486,102,536,180
segment_000,77,8,57.99309539794922,486,102,536,180
segment_000,77,9,55.349891662597656,486,102,536,180
segment_000,77,10,54.88412094116211,486,102,536,180
segment_000,77,11,0.2601800858974457,486,102,536,180
segment_000,83,1,278.04217529296875,500,86,568,176
segment_000,83,2,277.22613525390625,500,86,568,176
segment_000,83,3,272.7164001464844,500,86,568,176
segment_000,83,4,271.8563537597656,500,86,568,176
segment_000,83,5,271.1281433105469,500,86,568,176
segment_000,83,6,115.07443237304688,500,86,568,176
segment_000,83,7,110.59950256347656,500,86,568,176
segment_000,83,8,108.65860748291016,500,86,568,176
segment_000,83,9,104.37616729736328,500,86,568,176
segment_000,83,10,100.5875244140625,500,86,568,176
segment_000,83,11,0.5086880326271057,500,86,568,176
segment_000,90,1,238.75454711914062,301,106,357,179
segment_000,90,2,236.18858337402344,301,106,357,179
segment_000,90,3,235.2703399658203,301,106,357,179
segment_000,90,4,231.85903930664062,301,106,357,179
segment_000,90,5,229.76473999023438,301,106,357,179
segment_000,90,6,164.41775512695312,301,106,357,179
segment_000,90,7,161.8925323486328,301,106,357,179
segment_000,90,8,155.9777069091797,301,106,357,179
segment_000,90,9,145.05404663085938,301,106,357,179
segment_000,90,10,143.46514892578125,301,106,357,179
segment_000,90,11,0.6931992769241333,301,106,357,179
segment_000,91,1,250.27731323242188,276,100,328,174
segment_000,91,2,248.70297241210938,276,100,328,174
segment_000,91,3,247.4790802001953,276,100,328,174
segment_000,91,4,246.3059844970703,276,100,328,174
segment_000,91,5,244.34695434570312,276,100,328,174
segment_000,91,6,183.21307373046875,276,100,328,174
segment_000,91,7,180.68763732910156,276,100,328,174
segment_000,91,8,176.9857177734375,276,100,328,174
segment_000,91,9,163.34405517578125,276,100,328,174
segment_000,91,10,162.13746643066406,276,100,328,174
segment_000,91,11,0.7972018718719482,276,100,328,174
segment_000,92,1,213.15371704101562,263,96,320,172
segment_000,92,2,210.40049743652344,263,96,320,172
segment_000,92,3,208.8660430908203,263,96,320,172
segment_000,92,4,208.7432861328125,263,96,320,172
segment_000,92,5,204.31024169921875,263,96,320,172
segment_000,92,6,160.4793701171875,263,96,320,172
segment_000,92,7,158.24217224121094,263,96,320,172
segment_000,92,8,153.64920043945312,263,96,320,172
segment_000,92,9,140.12136840820312,263,96,320,172
segment_000,92,10,139.37258911132812,263,96,320,172
segment_000,92,11,0.6956415772438049,263,96,320,172
segment_000,93,1,174.29234313964844,276,119,324,187
segment_000,93,2,171.91197204589844,276,119,324,187
segment_000,93,3,171.82095336914062,276,119,324,187
segment_000,93,4,169.86949157714844,276,119,324,187
segment_000,93,5,168.25547790527344,276,119,324,187
segment_000,93,6,138.38140869140625,276,119,324,187
segment_000,93,7,135.0445098876953,276,119,324,187
segment_000,93,8,132.27157592773438,276,119,324,187
segment_000,93,9,126.09225463867188,276,119,324,187
segment_000,93,10,123.5643310546875,276,119,324,187
segment_000,93,11,0.5572739839553833,276,119,324,187
segment_000,94,1,229.6608123779297,278,145,333,216
segment_000,94,2,228.38816833496094,278,145,333,216
segment_000,94,3,227.98728942871094,278,145,333,216
segment_000,94,4,225.73924255371094,278,145,333,216
segment_000,94,5,223.80592346191406,278,145,333,216
segment_000,94,6,200.7871551513672,278,145,333,216
segment_000,94,7,198.06561279296875,278,145,333,216
segment_000,94,8,193.05233764648438,278,145,333,216
segment_000,94,9,180.22930908203125,278,145,333,216
segment_000,94,10,178.83578491210938,278,145,333,216
segment_000,94,11,0.7209362387657166,278,145,333,216
segment_000,95,1,231.91380310058594,281,161,335,225
segment_000,95,2,231.32632446289062,281,161,335,225
segment_000,95,3,227.16456604003906,281,161,335,225
segment_000,95,4,224.6180877685547,281,161,335,225
segment_000,95,5,223.7999267578125,281,161,335,225
segment_000,95,6,208.16290283203125,281,161,335,225
segment_000,95,7,207.8030242919922,281,161,335,225
segment_000,95,8,201.60279846191406,281,161,335,225
segment_000,95,9,189.11436462402344,281,161,335,225
segment_000,95,10,188.73410034179688,281,161,335,225
segment_000,95,11,0.7227691411972046,281,161,335,225
segment_000,98,1,376.7769775390625,399,286,473,369
segment_000,98,2,375.51318359375,399,286,473,369
segment_000,98,3,375.27557373046875,399,286,473,369
segment_000,98,4,374.0975646972656,399,286,473,369
segment_000,98,5,370.49652099609375,399,286,473,369
segment_000,98,6,356.50811767578125,399,286,473,369
segment_000,98,7,356.305419921875,399,286,473,369
segment_000,98,8,350.45709228515625,399,286,473,369
segment_000,98,9,332.4955139160156,399,286,473,369
segment_000,98,10,331.90594482421875,399,286,473,369
segment_000,98,11,319.7554931640625,474,0,530,51
segment_000,98,12,318.18426513671875,474,0,530,51
segment_000,98,13,316.3305969238281,474,0,530,51
segment_000,98,14,310.7110900878906,474,0,530,51
segment_000,98,15,309.0063781738281,474,0,530,51
segment_000,98,16,68.10740661621094,474,0,530,51
segment_000,98,17,68.08842468261719,474,0,530,51
segment_000,98,18,58.63022994995117,474,0,530,51
segment_000,98,19,49.838008880615234,474,0,530,51
segment_000,98,20,49.291847229003906,474,0,530,51
segment_000,98,21,0.8390418887138367,399,286,473,369
segment_000,98,22,0.6042358875274658,474,0,530,51
segment_000,99,1,413.7713623046875,430,300,510,395
segment_000,99,2,413.47454833984375,430,300,510,395
segment_000,99,3,411.17877197265625,430,300,510,395
segment_000,99,4,410.1848449707031,430,300,510,395
segment_000,99,5,407.7052307128906,430,300,510,395
segment_000,99,6,384.5947570800781,430,300,510,395
segment_000,99,7,384.4789733886719,430,300,510,395
segment_000,99,8,375.54107666015625,430,300,510,395
segment_000,99,9,353.2580261230469,430,300,510,395
segment_000,99,10,353.10235595703125,430,300,510,395
segment_000,99,11,103.31845092773438,240,0,296,0
segment_000,99,12,102.99752044677734,240,0,296,0
segment_000,99,13,101.21415710449219,240,0,296,0
segment_000,99,14,97.98966217041016,240,0,296,0
segment_000,99,15,97.30164337158203,240,0,296,0
segment_000,99,16,1.3657582998275757,240,0,296,0
segment_000,99,17,1.2211204767227173,240,0,296,0
segment_000,99,18,0.8545868992805481,430,300,510,395
segment_000,99,19,0.5099000930786133,240,0,295,0
segment_000,99,20,0.3640790283679962,240,0,296,0
segment_000,100,1,437.27325439453125,453,315,536,411
segment_000,100,2,435.98992919921875,453,315,536,411
segment_000,100,3,435.7980041503906,453,315,536,411
segment_000,100,4,431.09442138671875,453,315,536,411
segment_000,100,5,430.48541259765625,453,315,536,411
